Car_Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price
BMW,Z4,2.4,Petrol,1993,194103,2400
BMW,Z4,3.0,Petrol,1994,214255,2400
Toyota,RAV4,2.0,Hybrid,1991,200726,2400
VW,Polo,1.6,Petrol,1995,132637,2400
Toyota,Prius,1.4,Hybrid,1994,184655,2401
BMW,Z4,2.4,Petrol,1996,216624,2401
Toyota,Yaris,1.4,Petrol,1999,171599,2402
Toyota,RAV4,2.4,Hybrid,1986,172696,2402
Porsche,718 Cayman,2.0,Petrol,1995,220172,2402
VW,Passat,2.0,Diesel,1988,143153,2402
BMW,X3,2.0,Diesel,1995,209848,2402
Ford,Fiesta,1.0,Petrol,1998,124714,2402
Ford,Focus,1.8,Petrol,1991,149615,2403
Ford,Mondeo,1.8,Diesel,1995,185992,2403
BMW,X3,3.0,Diesel,1995,232268,2404
Ford,Mondeo,2.0,Diesel,2000,229393,2404
Toyota,Yaris,1.2,Petrol,2003,193538,2404
Ford,Focus,1.8,Diesel,1996,194671,2404
Ford,Fiesta,1.2,Petrol,2000,152706,2404
Ford,Focus,1.6,Petrol,1998,197572,2404
Ford,Focus,1.0,Diesel,1992,127216,2404
Ford,Fiesta,1.4,Petrol,1991,84192,2405
Ford,Focus,1.6,Petrol,1999,205081,2405
Porsche,Cayenne,3.5,Petrol,1991,240049,2406
BMW,X3,2.4,Diesel,1992,197367,2406
Ford,Fiesta,1.0,Petrol,1999,133012,2406
VW,Golf,1.8,Petrol,1997,176449,2406
VW,Passat,1.6,Diesel,1994,177595,2407
BMW,Z4,3.0,Petrol,1993,206429,2407
Ford,Mondeo,1.4,Diesel,1991,138781,2407
Toyota,RAV4,1.8,Petrol,1994,196448,2407
Toyota,Prius,1.4,Hybrid,1991,160789,2407
Toyota,Prius,1.0,Hybrid,2000,210768,2407
Ford,Fiesta,1.2,Petrol,1999,144318,2408
Toyota,Yaris,1.4,Petrol,1996,147229,2408
Porsche,718 Cayman,2.0,Petrol,1993,204975,2408
Toyota,Prius,1.0,Hybrid,1994,164560,2408
BMW,X3,2.4,Diesel,1990,181923,2408
VW,Golf,1.2,Diesel,1997,158067,2408
VW,Passat,2.0,Petrol,1997,207652,2408
VW,Passat,1.8,Diesel,1994,184346,2409
Toyota,Yaris,1.0,Petrol,1997,134521,2409
Ford,Fiesta,1.0,Petrol,2003,165484,2410
VW,Golf,1.2,Diesel,1987,69570,2410
VW,Golf,1.2,Petrol,1991,100693,2410
VW,Polo,1.2,Petrol,1992,86118,2410
Toyota,RAV4,2.0,Hybrid,1987,169376,2410
Toyota,Yaris,1.4,Petrol,2000,179047,2410
Ford,Focus,1.6,Diesel,1997,195262,2410
VW,Golf,1.4,Diesel,1998,175032,2411
Toyota,Prius,1.8,Hybrid,1992,183296,2411
Ford,Mondeo,1.4,Diesel,1998,194092,2412
BMW,Z4,2.4,Petrol,1995,208682,2412
VW,Golf,1.8,Petrol,1995,160365,2412
VW,Golf,1.8,Petrol,1992,135772,2412
Toyota,RAV4,2.0,Hybrid,1990,192555,2412
VW,Polo,1.0,Petrol,1998,127554,2412
VW,Polo,1.6,Petrol,1995,132010,2412
Ford,Fiesta,1.4,Petrol,1997,137067,2413
VW,Polo,1.0,Petrol,1997,118886,2413
VW,Golf,1.4,Petrol,1990,101894,2414
VW,Polo,1.0,Petrol,2000,144169,2414
Toyota,RAV4,2.2,Petrol,1996,222367,2414
Porsche,911,3.0,Petrol,1989,260032,2414
Porsche,Cayenne,3.0,Petrol,1990,223829,2415
VW,Passat,1.4,Diesel,1994,169315,2415
Ford,Focus,1.8,Petrol,1999,211221,2415
VW,Polo,1.6,Petrol,2001,180293,2415
VW,Golf,1.2,Petrol,1999,167760,2416
Ford,Focus,1.8,Diesel,1994,178656,2416
VW,Polo,1.2,Petrol,1999,147098,2416
VW,Golf,1.2,Diesel,1999,173545,2416
VW,Polo,1.6,Diesel,1995,137868,2417
VW,Passat,1.8,Diesel,1993,176169,2417
Ford,Fiesta,1.4,Petrol,1997,136830,2417
VW,Golf,2.0,Petrol,1999,197359,2418
Porsche,Cayenne,2.6,Petrol,1984,169903,2418
Ford,Mondeo,2.0,Petrol,1992,162195,2418
Ford,Focus,1.0,Petrol,1994,137193,2418
VW,Polo,1.2,Petrol,1993,95015,2418
VW,Passat,2.0,Petrol,1993,176553,2419
Ford,Focus,1.8,Diesel,1993,170720,2419
VW,Polo,1.6,Petrol,1999,164371,2419
VW,Passat,1.6,Diesel,2001,229839,2419
Ford,Fiesta,1.0,Petrol,2003,164990,2420
VW,Golf,1.8,Diesel,1996,173655,2420
VW,Golf,1.2,Petrol,1996,143377,2420
VW,Passat,1.8,Diesel,1997,206671,2420
VW,Polo,1.0,Petrol,2004,175953,2420
VW,Golf,1.4,Diesel,1996,158693,2421
Ford,Fiesta,1.4,Petrol,1991,83247,2421
Ford,Fiesta,1.0,Petrol,1999,132230,2421
Ford,Mondeo,1.6,Diesel,1999,208783,2421
Toyota,Prius,1.4,Hybrid,1998,214043,2421
Toyota,Prius,1.0,Hybrid,2000,210119,2421
VW,Passat,1.6,Diesel,1993,169055,2421
VW,Golf,2.0,Diesel,1994,164079,2421
Ford,Focus,1.8,Diesel,1995,186156,2422
VW,Polo,1.2,Petrol,1997,130114,2422
Toyota,Yaris,1.2,Hybrid,1999,182964,2422
VW,Passat,2.0,Petrol,1993,176422,2422
Toyota,Yaris,1.4,Hybrid,1999,191778,2423
Toyota,Prius,1.4,Hybrid,1999,221381,2423
VW,Polo,1.0,Petrol,1997,118311,2423
Porsche,718 Cayman,4.0,Petrol,1993,242645,2423
BMW,Z4,2.4,Petrol,1989,161823,2423
VW,Passat,2.0,Diesel,1990,158383,2423
Ford,Mondeo,1.4,Diesel,1999,201158,2423
Ford,Mondeo,2.0,Diesel,1991,159740,2424
Ford,Focus,1.4,Diesel,1998,194573,2424
VW,Polo,1.4,Petrol,2000,164083,2425
Ford,Fiesta,1.0,Petrol,2003,164757,2425
Toyota,RAV4,2.0,Petrol,1996,216548,2425
Toyota,Prius,1.4,Hybrid,1996,198810,2425
Ford,Mondeo,1.4,Petrol,1992,140084,2425
Toyota,Prius,1.0,Hybrid,1995,171651,2425
VW,Passat,2.0,Diesel,1997,212348,2425
Ford,Focus,1.0,Petrol,1995,145084,2426
VW,Passat,1.6,Diesel,1996,192128,2426
Toyota,Prius,1.8,Hybrid,1994,197903,2426
VW,Golf,1.4,Diesel,1994,142137,2426
Ford,Focus,1.8,Petrol,1997,195617,2427
Toyota,RAV4,2.0,Petrol,1993,193897,2427
Ford,Mondeo,1.8,Diesel,1996,192513,2427
VW,Passat,1.4,Petrol,1994,162884,2428
Ford,Focus,1.0,Petrol,1994,136701,2428
Ford,Mondeo,1.6,Diesel,1991,145989,2428
Toyota,Prius,1.0,Hybrid,1991,139140,2429
Ford,Focus,1.4,Petrol,2000,203935,2429
Porsche,Cayenne,2.6,Petrol,1992,230027,2429
Ford,Mondeo,1.4,Diesel,1994,162065,2430
Ford,Mondeo,1.4,Hybrid,1993,170038,2430
Porsche,718 Cayman,2.4,Petrol,1995,228992,2430
Ford,Fiesta,1.2,Petrol,1998,134772,2432
Ford,Mondeo,1.4,Diesel,1989,120450,2432
VW,Polo,1.0,Petrol,1999,134958,2432
Ford,Fiesta,1.0,Petrol,1997,114444,2432
VW,Passat,1.4,Diesel,1991,144335,2432
Ford,Mondeo,2.0,Diesel,1996,198233,2433
Ford,Focus,2.0,Petrol,1990,146350,2433
VW,Golf,1.4,Petrol,2002,199104,2433
Toyota,Yaris,1.2,Hybrid,2002,205295,2433
Ford,Focus,1.8,Diesel,1997,200883,2433
VW,Golf,1.6,Petrol,1990,109812,2433
Ford,Mondeo,1.8,Diesel,1994,176736,2434
VW,Polo,1.6,Petrol,1994,122298,2434
BMW,Z4,2.4,Petrol,1995,207642,2434
Ford,Fiesta,1.2,Petrol,1998,134677,2434
Ford,Mondeo,1.8,Petrol,1998,201813,2434
Ford,Fiesta,1.0,Diesel,2005,185678,2434
VW,Golf,2.0,Petrol,1992,141208,2435
Toyota,Yaris,1.4,Hybrid,1994,151869,2435
Ford,Fiesta,1.0,Hybrid,1998,145968,2435
Ford,Mondeo,1.4,Diesel,1994,161756,2436
Ford,Fiesta,1.2,Petrol,1998,134545,2436
VW,Polo,2.0,Petrol,1995,144664,2437
VW,Passat,1.4,Diesel,1996,183907,2437
VW,Golf,1.8,Diesel,1998,188361,2437
VW,Polo,1.2,Petrol,1997,129327,2437
Toyota,Prius,1.0,Hybrid,1987,104101,2437
Toyota,Prius,1.4,Hybrid,1993,175174,2437
Toyota,Prius,1.8,Hybrid,1987,142056,2438
BMW,X3,3.0,Diesel,1992,208500,2438
Ford,Fiesta,1.0,Petrol,1997,114065,2439
Toyota,Prius,1.8,Hybrid,1994,197272,2439
Toyota,RAV4,2.4,Hybrid,1987,178645,2440
BMW,Z4,3.0,Petrol,1994,212417,2440
Toyota,RAV4,2.4,Petrol,1992,196021,2441
VW,Golf,1.8,Diesel,1996,172646,2441
Toyota,Yaris,1.4,Hybrid,1996,167567,2442
VW,Polo,1.6,Petrol,1997,147069,2442
Toyota,Prius,1.8,Hybrid,1994,197139,2442
Toyota,Yaris,1.0,Hybrid,1988,76257,2442
VW,Golf,1.2,Petrol,1993,116759,2442
VW,Polo,1.4,Petrol,2002,178930,2443
VW,Golf,1.8,Diesel,1994,156653,2443
VW,Polo,1.6,Petrol,1995,130381,2443
Toyota,Prius,1.8,Hybrid,1995,204651,2443
Toyota,Prius,1.8,Hybrid,1991,173990,2443
Toyota,Yaris,1.4,Hybrid,1998,183140,2443
VW,Polo,1.2,Petrol,1993,93605,2443
Toyota,RAV4,2.4,Hybrid,1990,201529,2443
Ford,Mondeo,2.0,Diesel,1997,205325,2443
VW,Golf,1.6,Diesel,1999,188940,2444
VW,Polo,1.0,Petrol,1999,134308,2444
Porsche,718 Cayman,2.0,Petrol,1996,225662,2444
VW,Polo,1.6,Petrol,1994,121741,2444
Ford,Focus,1.6,Petrol,1992,148460,2445
VW,Golf,1.2,Petrol,1993,116569,2445
Toyota,Yaris,1.0,Petrol,1996,124181,2445
Toyota,Prius,1.8,Hybrid,1993,189311,2446
Toyota,Yaris,1.4,Hybrid,1995,159374,2446
VW,Polo,2.0,Petrol,1997,160457,2446
Toyota,RAV4,2.4,Hybrid,1988,186095,2446
VW,Polo,1.6,Petrol,1997,146815,2447
Ford,Mondeo,1.8,Diesel,2001,229004,2447
Toyota,Prius,1.8,Hybrid,1994,196938,2447
VW,Polo,2.0,Petrol,1996,152285,2448
Ford,Mondeo,1.8,Diesel,1992,160229,2448
Ford,Fiesta,1.2,Petrol,1994,98906,2448
Porsche,718 Cayman,2.0,Petrol,1994,210622,2448
Toyota,Yaris,1.4,Petrol,1993,119814,2449
BMW,Z4,2.2,Petrol,1992,179024,2450
Ford,Fiesta,1.4,Petrol,1998,143456,2450
VW,Golf,1.6,Hybrid,2000,211392,2450
Ford,Mondeo,1.4,Diesel,1997,184637,2450
VW,Golf,1.6,Diesel,1990,115284,2451
Ford,Fiesta,1.4,Petrol,2000,159679,2451
Toyota,Yaris,1.2,Petrol,1992,100552,2451
VW,Polo,1.6,Diesel,1999,168613,2451
VW,Golf,1.6,Petrol,1994,142961,2453
Ford,Mondeo,1.6,Diesel,1995,176715,2453
Ford,Focus,1.8,Petrol,1995,178988,2453
VW,Polo,1.6,Petrol,1997,146517,2453
VW,Polo,1.0,Petrol,1993,80057,2453
Ford,Mondeo,1.4,Diesel,1994,160881,2454
Toyota,Yaris,1.4,Hybrid,1996,166963,2454
VW,Polo,1.2,Petrol,1996,119812,2455
Ford,Focus,2.0,Petrol,1993,169416,2455
Ford,Mondeo,1.4,Hybrid,1994,176662,2455
Porsche,Cayenne,3.0,Diesel,1985,189845,2456
Ford,Fiesta,1.4,Petrol,1991,81155,2456
VW,Polo,1.2,Petrol,1994,102000,2456
Ford,Fiesta,1.0,Petrol,1997,113162,2456
Toyota,Prius,1.0,Hybrid,1998,193375,2456
VW,Polo,1.4,Petrol,1990,75189,2457
VW,Polo,2.0,Petrol,1997,159919,2457
Toyota,RAV4,2.4,Hybrid,1988,185607,2457
VW,Polo,1.0,Petrol,2001,150219,2457
Ford,Focus,1.0,Diesel,1996,157636,2457
Ford,Focus,1.4,Petrol,1995,163987,2457
Ford,Mondeo,1.4,Hybrid,1995,184317,2457
VW,Passat,1.4,Diesel,1992,151202,2458
Ford,Mondeo,1.8,Diesel,1993,167713,2458
VW,Golf,1.6,Petrol,1999,182637,2458
VW,Polo,1.0,Petrol,1998,125109,2458
BMW,Z4,3.0,Petrol,2001,262659,2458
VW,Polo,2.0,Petrol,1998,167841,2458
Toyota,Yaris,1.4,Hybrid,1998,182464,2458
Toyota,RAV4,2.4,Hybrid,1990,200816,2458
Ford,Mondeo,1.4,Diesel,1998,191957,2458
Ford,Mondeo,2.0,Diesel,1995,189428,2458
Porsche,718 Cayman,2.4,Petrol,1989,182508,2459
VW,Golf,2.0,Diesel,2000,208512,2459
Ford,Mondeo,2.0,Diesel,1992,166024,2459
VW,Passat,1.8,Diesel,1991,158321,2459
Toyota,Yaris,1.4,Hybrid,1998,182396,2459
Toyota,Yaris,1.0,Petrol,1996,123445,2459
Ford,Fiesta,1.2,Petrol,2002,166014,2459
VW,Golf,1.8,Petrol,1996,166022,2459
Ford,Fiesta,1.2,Petrol,2003,173929,2459
VW,Passat,1.8,Diesel,1996,197235,2460
Toyota,RAV4,2.2,Hybrid,1991,203334,2460
VW,Passat,1.8,Petrol,1992,160392,2460
Porsche,718 Cayman,2.0,Petrol,1995,217513,2460
Ford,Focus,2.0,Petrol,1999,215050,2460
VW,Passat,1.6,Diesel,1993,167168,2460
Toyota,Yaris,1.2,Hybrid,1993,132693,2461
VW,Passat,1.6,Petrol,1993,161293,2461
Ford,Fiesta,1.4,Petrol,1997,134606,2461
Ford,Fiesta,1.0,Diesel,1997,119275,2461
Toyota,Yaris,1.0,Hybrid,1996,146274,2461
VW,Passat,1.6,Petrol,1993,161306,2461
VW,Polo,1.4,Petrol,2001,170186,2462
BMW,X3,3.0,Petrol,1991,194227,2463
Ford,Mondeo,1.6,Diesel,1999,206845,2463
Ford,Mondeo,1.4,Diesel,1995,168392,2463
VW,Passat,1.6,Diesel,1997,197998,2463
VW,Golf,2.0,Petrol,1996,172081,2463
Ford,Mondeo,1.4,Hybrid,1995,184038,2463
VW,Passat,1.6,Diesel,1998,205511,2464
Ford,Fiesta,1.4,Petrol,1999,150950,2464
Toyota,RAV4,2.0,Hybrid,1995,227610,2464
BMW,X3,2.0,Diesel,1997,221906,2464
Ford,Mondeo,1.4,Diesel,1992,144080,2465
VW,Passat,1.6,Petrol,1996,184657,2465
BMW,Z4,2.0,Petrol,1994,188217,2465
Toyota,Prius,1.4,Hybrid,1997,204469,2466
Ford,Focus,1.4,Petrol,1993,147370,2466
VW,Passat,1.4,Diesel,1997,190173,2467
Ford,Focus,1.0,Petrol,1992,117603,2467
VW,Passat,2.0,Diesel,1996,202853,2468
Ford,Fiesta,1.4,Petrol,2000,158805,2469
Toyota,RAV4,2.2,Hybrid,1993,217909,2469
VW,Golf,1.4,Petrol,1996,150348,2469
Ford,Focus,2.0,Petrol,1996,192045,2469
Toyota,Prius,1.4,Hybrid,1994,181367,2470
Toyota,RAV4,2.0,Hybrid,1990,189831,2470
Toyota,Yaris,1.0,Hybrid,2000,177804,2470
Porsche,Cayenne,3.5,Petrol,1990,229826,2470
Ford,Focus,1.8,Petrol,1997,193585,2470
VW,Golf,2.0,Diesel,1993,153560,2471
VW,Polo,1.4,Petrol,1991,84007,2471
Ford,Fiesta,1.2,Petrol,2003,173338,2471
Toyota,Yaris,1.4,Petrol,1999,168267,2471
VW,Polo,1.0,Petrol,2002,157634,2471
VW,Golf,1.6,Diesel,1997,172112,2471
VW,Passat,1.6,Petrol,1999,207144,2472
Ford,Focus,1.6,Petrol,1992,147109,2472
VW,Passat,1.8,Diesel,2001,233903,2472
Ford,Fiesta,1.4,Petrol,1997,134010,2472
Toyota,Yaris,1.4,Hybrid,1993,141828,2472
BMW,M5,4.0,Petrol,1992,276237,2473
VW,Polo,1.0,Petrol,1995,97661,2474
Ford,Mondeo,1.6,Diesel,1992,151839,2474
VW,Golf,1.8,Petrol,1996,165284,2474
Toyota,Prius,1.8,Hybrid,1992,180287,2474
VW,Polo,2.0,Petrol,1997,159078,2474
Toyota,RAV4,2.4,Hybrid,1995,237178,2474
Toyota,Yaris,1.4,Petrol,1995,135524,2475
BMW,X3,2.0,Petrol,1992,177978,2475
VW,Golf,1.6,Petrol,1996,158200,2475
VW,Golf,1.2,Diesel,1999,170716,2475
VW,Polo,1.6,Petrol,1996,137094,2476
Toyota,Prius,1.8,Hybrid,1995,203148,2476
VW,Polo,2.0,Petrol,1996,150893,2476
Ford,Fiesta,1.2,Petrol,1999,140857,2476
Toyota,Prius,1.8,Hybrid,1989,156496,2476
VW,Golf,1.2,Petrol,1999,164863,2476
VW,Passat,2.0,Diesel,1995,194875,2477
Ford,Focus,1.6,Diesel,1989,127904,2477
VW,Polo,1.0,Petrol,2003,165320,2477
Toyota,Yaris,1.4,Hybrid,1996,165877,2477
VW,Polo,1.6,Petrol,1994,119964,2478
Toyota,Yaris,1.2,Hybrid,1998,172492,2478
Ford,Focus,1.4,Diesel,1997,184340,2479
Toyota,Prius,1.4,Hybrid,1997,203860,2479
Ford,Focus,1.6,Petrol,1996,178647,2479
VW,Polo,1.2,Petrol,1994,100767,2479
Toyota,Yaris,1.0,Hybrid,1994,128595,2480
Toyota,Yaris,1.4,Petrol,1994,126806,2480
VW,Polo,1.2,Diesel,1993,98227,2480
Toyota,Yaris,1.2,Petrol,1994,116854,2480
VW,Passat,1.8,Diesel,1993,173131,2481
Ford,Mondeo,2.0,Diesel,1994,180635,2481
Toyota,Prius,1.4,Hybrid,1997,203739,2482
BMW,M5,4.0,Petrol,1990,261621,2482
Ford,Mondeo,1.8,Petrol,1995,176566,2482
VW,Polo,1.6,Petrol,1991,92868,2482
Ford,Focus,1.4,Petrol,1998,186209,2483
Toyota,RAV4,2.2,Petrol,1996,219228,2483
Ford,Fiesta,1.4,Petrol,2001,166094,2483
VW,Polo,2.0,Petrol,1997,158592,2484
Toyota,Prius,1.0,Hybrid,1997,184424,2484
Ford,Fiesta,1.4,Petrol,1994,107326,2485
Toyota,Prius,1.0,Hybrid,1995,168741,2485
VW,Polo,2.0,Petrol,1999,174424,2485
Toyota,Prius,1.8,Hybrid,1993,187497,2485
Ford,Fiesta,1.4,Diesel,2000,163901,2485
Ford,Fiesta,1.0,Petrol,2003,161855,2485
Ford,Fiesta,1.4,Petrol,2000,158042,2485
BMW,Z4,2.4,Petrol,1991,174645,2485
Toyota,RAV4,1.8,Petrol,1987,137048,2486
Toyota,RAV4,1.8,Petrol,1995,200356,2486
VW,Golf,2.0,Hybrid,1993,168873,2486
Ford,Fiesta,1.4,Petrol,1996,124812,2486
Toyota,RAV4,2.4,Petrol,1994,209052,2486
BMW,M5,5.0,Petrol,1988,259106,2486
VW,Passat,1.6,Petrol,1992,151956,2487
VW,Golf,1.8,Petrol,1996,164657,2487
VW,Polo,1.4,Petrol,2000,161059,2487
Ford,Focus,1.0,Hybrid,1994,156188,2487
Toyota,Yaris,1.2,Petrol,1996,133623,2487
VW,Passat,1.4,Petrol,1992,143735,2488
VW,Polo,2.0,Diesel,1998,172161,2488
Ford,Focus,2.0,Petrol,1998,206326,2488
Toyota,Prius,1.4,Hybrid,1993,172720,2488
Ford,Mondeo,1.6,Diesel,1996,182803,2489
Ford,Focus,1.0,Petrol,1999,174118,2489
Ford,Focus,1.6,Petrol,1991,137994,2489
Ford,Fiesta,1.0,Petrol,2002,153564,2490
Ford,Focus,1.8,Petrol,1993,161450,2490
BMW,M5,4.0,Petrol,1988,246899,2490
Ford,Mondeo,1.8,Diesel,1989,133502,2491
Porsche,Cayenne,2.6,Diesel,1985,179965,2491
VW,Golf,1.8,Petrol,1997,172375,2491
Toyota,Prius,1.4,Hybrid,1994,180390,2491
VW,Passat,1.8,Diesel,1999,218301,2492
Ford,Mondeo,2.0,Diesel,1997,203070,2492
VW,Polo,1.4,Petrol,1999,152740,2492
VW,Passat,1.4,Diesel,1994,165603,2492
VW,Golf,2.0,Diesel,1996,176433,2492
Ford,Fiesta,1.4,Petrol,2000,157704,2492
Toyota,Yaris,1.2,Hybrid,1994,139506,2492
Ford,Mondeo,2.0,Diesel,1995,187827,2493
Ford,Mondeo,1.4,Diesel,1993,150901,2493
BMW,Z4,2.4,Petrol,1992,182056,2493
BMW,Z4,2.0,Petrol,1997,209692,2493
Toyota,Yaris,1.2,Petrol,1999,157966,2493
Ford,Mondeo,1.4,Diesel,2000,205436,2494
Ford,Focus,1.6,Petrol,1995,170141,2494
VW,Passat,2.0,Diesel,1997,209193,2494
Toyota,RAV4,1.8,Hybrid,1995,220445,2494
Ford,Fiesta,1.4,Petrol,1994,106820,2495
Ford,Fiesta,1.2,Petrol,1993,86963,2495
VW,Polo,1.4,Petrol,1999,152609,2495
Ford,Fiesta,1.2,Petrol,1994,96262,2496
VW,Polo,1.4,Petrol,2004,191857,2496
Ford,Focus,1.8,Petrol,1998,199983,2496
Toyota,Prius,1.8,Hybrid,1989,155452,2497
Toyota,Yaris,1.0,Hybrid,1999,168691,2497
Ford,Focus,1.6,Hybrid,1993,175748,2497
Ford,Fiesta,1.2,Diesel,1998,137567,2497
Toyota,RAV4,1.8,Hybrid,1987,158801,2498
Toyota,Yaris,1.0,Hybrid,1990,92148,2498
Toyota,RAV4,2.2,Hybrid,1997,245914,2498
VW,Golf,1.6,Petrol,2000,188501,2498
Toyota,Yaris,1.0,Hybrid,1991,101348,2498
Ford,Mondeo,1.4,Petrol,1993,144683,2498
VW,Golf,1.6,Petrol,1995,148957,2498
BMW,X3,2.4,Petrol,1992,187429,2499
Toyota,Prius,1.4,Hybrid,1991,156293,2499
Toyota,Prius,1.0,Hybrid,1985,82024,2499
Toyota,Prius,1.8,Hybrid,1998,224484,2499
VW,Golf,2.0,Petrol,1993,146249,2499
Toyota,Yaris,1.2,Hybrid,1992,122209,2499
Toyota,Yaris,1.2,Hybrid,1993,130769,2499
Ford,Mondeo,2.0,Diesel,1988,131273,2500
VW,Golf,1.4,Hybrid,1995,162838,2500
VW,Polo,1.2,Petrol,1995,108630,2500
BMW,X3,2.4,Diesel,1988,161736,2501
VW,Polo,2.0,Petrol,1996,149677,2501
Porsche,718 Cayman,2.0,Petrol,1994,208220,2501
Ford,Focus,1.6,Petrol,1991,137392,2501
VW,Golf,1.4,Petrol,1999,172739,2502
Toyota,Yaris,1.2,Hybrid,1995,147267,2502
Porsche,718 Cayman,2.0,Petrol,1994,208180,2502
Toyota,RAV4,2.2,Hybrid,1993,216378,2503
VW,Golf,1.2,Petrol,1996,139141,2503
Toyota,Yaris,1.2,Petrol,1994,115634,2503
VW,Polo,1.2,Petrol,1998,134398,2503
VW,Golf,1.4,Petrol,1989,87586,2503
Ford,Fiesta,1.0,Petrol,2001,144731,2503
Toyota,RAV4,2.2,Hybrid,1991,201318,2504
Toyota,Prius,1.4,Hybrid,1998,210261,2504
Toyota,Yaris,1.0,Hybrid,1999,168339,2504
Toyota,Prius,1.4,Hybrid,1999,217697,2504
Toyota,Prius,1.4,Hybrid,1988,131281,2504
BMW,Z4,2.0,Petrol,1993,178698,2504
Ford,Focus,2.0,Petrol,1996,190410,2504
Ford,Mondeo,1.8,Diesel,1997,196559,2504
VW,Golf,2.0,Hybrid,1994,175811,2505
VW,Polo,1.6,Petrol,1998,152155,2505
Ford,Focus,2.0,Petrol,1991,150968,2505
Ford,Fiesta,1.4,Petrol,1994,106285,2505
Ford,Focus,1.0,Petrol,1996,149294,2506
Ford,Mondeo,2.0,Diesel,1994,179421,2507
Toyota,Prius,1.4,Hybrid,1998,210133,2507
VW,Golf,1.8,Diesel,1995,161557,2507
Toyota,Prius,1.8,Hybrid,1993,186493,2507
Toyota,RAV4,1.8,Hybrid,1992,197348,2508
Toyota,Prius,1.8,Hybrid,1994,194119,2508
Ford,Fiesta,1.2,Petrol,2000,147527,2508
Ford,Mondeo,1.4,Diesel,1995,166200,2509
VW,Golf,1.4,Petrol,1996,148395,2509
Ford,Fiesta,1.0,Petrol,1998,119092,2509
VW,Passat,1.4,Petrol,1993,150887,2509
Ford,Mondeo,1.4,Diesel,1997,181810,2510
Ford,Fiesta,1.4,Petrol,1999,148724,2510
VW,Golf,1.6,Petrol,1995,148328,2511
VW,Golf,1.6,Petrol,2001,195467,2512
VW,Golf,1.4,Diesel,1987,74866,2512
BMW,X3,2.4,Diesel,1986,144976,2512
BMW,M5,4.0,Petrol,1988,245939,2512
Ford,Mondeo,2.0,Diesel,1995,186930,2512
Toyota,Prius,1.4,Hybrid,1997,202359,2513
Ford,Mondeo,1.6,Hybrid,1996,197053,2513
Ford,Focus,2.0,Petrol,1996,190008,2513
Toyota,RAV4,1.8,Hybrid,1991,189428,2514
Porsche,718 Cayman,2.4,Petrol,1994,217790,2515
Porsche,911,3.0,Petrol,1987,241192,2515
VW,Passat,2.0,Diesel,1993,177705,2515
BMW,X3,2.4,Petrol,1990,171129,2515
BMW,Z4,2.0,Petrol,1993,178146,2516
Ford,Mondeo,1.8,Diesel,1998,203586,2516
Toyota,Prius,1.0,Hybrid,1988,108794,2516
VW,Polo,2.0,Petrol,1995,140682,2516
VW,Passat,1.6,Diesel,1994,172364,2516
Ford,Fiesta,1.0,Petrol,2005,176132,2517
VW,Polo,1.2,Petrol,1994,98666,2517
Toyota,Yaris,1.2,Petrol,1993,106005,2517
Ford,Focus,2.0,Diesel,1995,187750,2518
BMW,X3,2.4,Diesel,1993,199753,2518
Toyota,Yaris,1.2,Hybrid,1991,112509,2518
VW,Passat,1.6,Petrol,1997,189895,2518
VW,Polo,2.0,Petrol,1994,132215,2518
BMW,Z4,2.0,Petrol,1994,185797,2518
Ford,Fiesta,1.0,Petrol,1998,118561,2519
Toyota,Prius,1.4,Hybrid,1994,179114,2519
Toyota,Yaris,1.2,Petrol,1996,131963,2520
VW,Polo,1.4,Petrol,2001,167412,2520
Ford,Focus,2.0,Petrol,1998,204866,2520
Ford,Focus,1.0,Petrol,2002,195775,2521
Ford,Mondeo,2.0,Diesel,2000,224177,2521
Ford,Fiesta,1.4,Petrol,2003,180001,2521
Ford,Mondeo,1.6,Diesel,1998,196672,2521
Toyota,RAV4,2.0,Hybrid,1993,210226,2521
VW,Polo,1.6,Diesel,1996,140954,2521
Ford,Fiesta,1.2,Petrol,1994,94809,2522
Ford,Fiesta,1.4,Petrol,2001,164245,2522
Ford,Mondeo,1.6,Diesel,2000,211718,2522
VW,Polo,1.2,Diesel,1997,131201,2522
BMW,Z4,2.2,Petrol,1994,191101,2522
BMW,Z4,3.0,Petrol,1991,185865,2523
Toyota,RAV4,1.8,Hybrid,1986,149513,2523
VW,Passat,1.4,Diesel,1991,139748,2523
BMW,X3,2.4,Petrol,1990,170731,2523
Ford,Fiesta,1.0,Petrol,1996,100532,2524
Ford,Focus,1.8,Petrol,1993,159830,2524
Toyota,Prius,1.8,Hybrid,1996,208523,2524
VW,Passat,1.4,Diesel,1995,172019,2524
VW,Passat,1.8,Diesel,1996,194326,2524
BMW,Z4,2.0,Petrol,1992,169915,2524
Ford,Fiesta,1.0,Petrol,1994,81787,2525
Ford,Mondeo,1.4,Diesel,1991,132747,2525
Ford,Mondeo,1.4,Diesel,1995,165437,2525
Ford,Focus,1.8,Petrol,1998,198659,2526
VW,Passat,1.8,Diesel,1991,155034,2526
Ford,Mondeo,2.0,Diesel,1992,162787,2526
Toyota,Yaris,1.4,Hybrid,1996,163480,2527
